3102,MH560389/2016-17/23420113,7.44000 MAl ,0.24000 N   ,,0.28000 L ,,200.00000 L ,3.07000 VL,401.00000 H ,3.98000 D,0.31000 D,1.73000 D,,2.29000 S,10.68000 S,
3103,MH560389/2016-17/23421212,8.11000 MAl ,0.19000 N   ,,0.71000 M ,,500.00000 M ,3.94000 VL,422.00000 H ,4.11000 D,0.27000 D,1.76000 D,,1.69000 S,8.79000 S,
3104,MH560389/2016-17/23422006,7.68000 MAl ,0.33000 N   ,,0.57000 M ,,400.00000 M ,3.28000 VL,475.00000 H ,4.11000 D,0.39000 D,2.14000 D,,2.08000 S,8.50000 S,
3105,MH560389/2016-17/23423517,8.09000 MAl ,0.25000 N   ,,0.35000 L ,,250.00000 L ,5.26000 L ,496.00000 H ,4.01000 D,0.25000 D,1.52000 D,,2.51000 S,9.84000 S,
3106,MH560389/2016-17/23424838,7.79000 MAl ,0.20000 N   ,,0.28000 L ,,200.00000 L ,4.60000 VL,422.00000 H ,3.96000 D,0.30000 D,1.77000 D,,2.63000 S,8.60000 S,
,Total No Salgara,"AS - 0
SrAc - 0
HAc - 0
MAc - 0
SlAc - 0
N - 0
MAl - 27
SlAl - 0
",L-  0,,"L - 14
VL - 0 
M - 10
H - 4
VH - 0",,"L - 7
VL - 0
M - 17
H - 4
VH - 0","L - 11
VL - 14 
M - 3
H - 0
VH - 0","L - 0
VL - 0 
M - 3
H - 24
VH - 1","S - 0
D - 28","S - 0
D - 28","S - 0
D - 28
",,"S - 28 
D - 0
","S - 27
D - 1
","S - 0
D - 0
"
,Village: SANGVI (SUNEGAON),,,,,,,,,,,,,,,
3107,MH560324/2016-17/34121992,7.24000 MAl ,0.94000 N   ,,0.81000 H ,,573.00000 H ,5.50000 L ,264.00000 M ,5.04000 D,0.76000 S,4.72000 S,,2.96000 S,14.30000 S,
3108,MH560324/2016-17/34123134,7.50000 MAl ,0.90000 N   ,,0.54000 M ,,382.00000 M ,6.80000 L ,232.00000 M ,4.08000 D,0.60000 D,4.28000 D,,2.01000 S,14.60000 S,
3109,MH560324/2016-17/34125131,7.20000 MAl ,0.98000 N   ,,0.27000 L ,,191.00000 L ,1.80000 VL,243.00000 M ,4.33000 D,0.50000 D,10.40000 S,,2.78000 S,15.70000 S,
3110,MH560324/2016-17/34127020,7.31000 MAl ,0.99000 N   ,,0.40000 L ,,286.00000 M ,2.20000 VL,232.00000 M ,3.98000 D,0.57000 D,11.13000 S,,2.66000 S,14.30000 S,
3111,MH560324/2016-17/34127234,7.52000 MAl ,0.98000 N   ,,0.49000 L ,,286.00000 M ,1.50000 VL,232.00000 M ,3.69000 D,0.87000 S,3.12000 D,,3.04000 S,17.00000 S,
3112,MH560324/2016-17/34127918,7.29000 MAl ,0.80000 N   ,,0.47000 L ,,334.00000 M ,6.10000 L ,253.00000 M ,4.14000 D,0.85000 S,3.28000 D,,2.77000 S,15.70000 S,
3113,MH560324/2016-17/34128076,7.36000 MAl ,0.84000 N   ,,0.27000 L ,,191.00000 L ,2.60000 VL,253.00000 M ,3.73000 D,0.56000 D,5.40000 S,,2.59000 S,14.30000 S,
3114,MH560324/2016-17/34128728,7.32000 MAl ,0.80000 N   ,,0.40000 L ,,286.00000 M ,1.20000 VL,253.00000 M ,4.18000 D,0.40000 D,8.13000 S,,4.28000 S,14.70000 S,
3115,MH560324/2016-17/34129643,7.34000 MAl ,0.90000 N   ,,0.27000 L ,,191.00000 L ,3.70000 VL,264.00000 M ,4.08000 D,0.58000 D,8.99000 S,,3.12000 S,16.80000 S,
3116,MH560324/2016-17/34130099,7.60000 MAl ,0.86000 N   ,,0.54000 M ,,382.00000 M ,6.80000 L ,243.00000 M ,3.97000 D,0.63000 S,4.08000 D,,2.64000 S,14.10000 S,
3117,MH560324/2016-17/34159060,7.61000 MAl ,0.70000 N   ,,0.13000 VL,,95.45000 VL,3.50000 VL,243.00000 M ,3.48000 D,0.80000 S,3.44000 D,,2.29000 S,14.80000 S,
3118,MH560324/2016-17/34159697,7.59000 MAl ,0.60000 N   ,,0.27000 L ,,191.00000 L ,4.80000 VL,232.00000 M ,4.08000 D,0.56000 D,7.29000 S,,4.84000 S,13.30000 S,
3119,MH560324/2016-17/34160565,7.40000 MAl ,0.77000 N   ,,0.13000 VL,,95.45000 VL,2.40000 VL,201.00000 M ,3.67000 D,0.49000 D,5.06000 S,,1.93000 S,14.60000 S,
3120,MH560324/2016-17/34161181,7.60000 MAl ,0.88000 N   ,,0.27000 L ,,191.00000 L ,1.30000 VL,275.00000 M ,4.04000 D,0.53000 D,5.58000 S,,3.03000 S,17.00000 S,
3121,MH560324/2016-17/34162420,7.42000 MAl ,0.70000 N   ,,0.27000 L ,,191.00000 L ,5.00000 L ,275.00000 M ,4.13000 D,0.61000 S,7.56000 S,,2.94000 S,16.30000 S,
3122,MH560324/2016-17/34163586,7.60000 MAl ,0.59000 N   ,,0.40000 L ,,286.00000 M ,5.50000 L ,296.00000 M ,3.50000 D,0.44000 D,4.93000 S,,1.54000 S,14.30000 S,
3123,MH560324/2016-17/34164583,8.10000 MAl ,0.60000 N   ,,0.27000 L ,,191.00000 L ,3.50000 VL,243.00000 M ,3.45000 D,0.58000 D,8.30000 S,,2.11000 S,16.30000 S,
3124,MH560324/2016-17/34165566,7.24000 MAl ,0.75000 N   ,,0.54000 M ,,382.00000 M ,3.10000 VL,275.00000 M ,4.45000 D,0.70000 S,5.36000 S,,1.73000 S,13.20000 S,
3125,MH560324/2016-17/34165842,7.33000 MAl ,0.60000 N   ,,0.40000 L ,,286.00000 M ,7.00000 L ,243.00000 M ,4.17000 D,0.47000 D,4.53000 S,,1.99000 S,15.50000 S,
3126,MH560324/2016-17/34166927,,0.63000 N   ,,0.13000 VL,,96.00000 VL,6.80000 L ,264.00000 M ,3.96000 D,0.64000 S,4.90000 S,,2.15000 S,14.50000 S,
3127,MH560324/2016-17/34169643,7.20000 MAl ,0.65000 N   ,,0.27000 L ,,191.00000 L ,12.00000 M ,190.00000 M ,3.56000 D,0.58000 D,4.64000 S,,1.95000 S,13.40000 S,
3128,MH560324/2016-17/34172387,7.53000 MAl ,0.66000 N   ,,0.13000 VL,,96.00000 VL,3.10000 VL,253.00000 M ,3.73000 D,0.51000 D,4.54000 S,,2.08000 S,14.20000 S,
3129,MH560324/2016-17/34175253,8.05000 MAl ,0.77000 N   ,,0.54000 M ,,382.00000 M ,6.40000 L ,285.00000 M ,4.30000 D,0.53000 D,7.12000 S,,1.57000 S,14.60000 S,
3130,MH560324/2016-17/34177378,7.70000 MAl ,0.76000 N   ,,0.27000 L ,,191.00000 L ,9.60000 L ,317.00000 M ,4.21000 D,0.49000 D,7.23000 S,,2.40000 S,16.30000 S,
3131,MH560324/2016-17/34178946,7.62000 MAl ,0.70000 N   ,,0.40000 L ,,286.00000 M ,5.90000 L ,222.00000 M ,3.82000 D,0.56000 D,7.08000 S,,2.91000 S,15.60000 S,
3132,MH560324/2016-17/34181202,7.50000 MAl ,0.76000 N   ,,0.13000 VL,,96.00000 VL,1.50000 VL,211.00000 M ,4.15000 D,0.50000 D,4.78000 S,,2.77000 S,14.20000 S,
3133,MH560324/2016-17/34183472,7.32000 MAl ,0.67000 N   ,,0.40000 L ,,287.00000 M ,23.00000 M ,296.00000 M ,3.76000 D,0.66000 S,4.72000 S,,2.84000 S,13.40000 S,
3134,MH560324/2016-17/34185190,8.07000 MAl ,0.90000 N   ,,0.27000 L ,,191.00000 L ,5.50000 L ,370.00000 H ,4.97000 D,0.76000 S,4.70000 S,,1.42000 S,14.60000 S,
3135,MH560324/2016-17/34186675,,0.66000 N   ,,0.13000 VL,,96.00000 VL,3.70000 VL,190.00000 M ,4.07000 D,0.59000 D,6.33000 S,,2.07000 S,16.00000 S,
3136,MH560324/2016-17/34187656,,0.62000 N   ,,0.40000 L ,,286.00000 M ,6.60000 L ,201.00000 M ,4.21000 D,0.64000 S,6.47000 S,,2.34000 S,15.10000 S,
3137,MH560324/2016-17/34188880,,0.98000 N   ,,0.27000 L ,,191.00000 L ,5.30000 L ,296.00000 M ,3.95000 D,0.58000 D,5.81000 S,,3.33000 S,13.30000 S,
3138,MH560324/2016-17/34190933,7.71000 MAl ,0.72000 N   ,,0.34000 L ,,239.00000 L ,7.00000 L ,201.00000 M ,4.32000 D,0.66000 S,5.00000 S,,3.05000 S,14.30000 S,
3139,MH560324/2016-17/34191565,7.98000 MAl ,0.69000 N   ,,0.27000 L ,,191.00000 L ,3.30000 VL,169.00000 M ,4.02000 D,0.69000 S,4.81000 S,,2.86000 S,16.40000 S,
3140,MH560324/2016-17/34193033,7.78000 MAl ,0.50000 N   ,,0.13000 VL,,96.00000 VL,3.50000 VL,253.00000 M ,4.20000 D,0.51000 D,3.90000 D,,2.26000 S,13.00000 S,
3141,MH560324/2016-17/34196086,7.70000 MAl ,0.62000 N   ,,0.34000 L ,,239.00000 L ,6.10000 L ,253.00000 M ,4.02000 D,0.49000 D,4.81000 S,,2.05000 S,17.10000 S,
3142,MH560324/2016-17/34197546,7.70000 MAl ,0.80000 N   ,,0.40000 L ,,286.00000 M ,1.10000 VL,243.00000 M ,4.95000 D,0.64000 S,5.38000 S,,2.56000 S,15.50000 S,
3143,MH560324/2016-17/34198518,7.74000 MAl ,0.62000 N   ,,0.54000 M ,,382.00000 M ,4.60000 VL,253.00000 M ,4.26000 D,0.56000 D,5.60000 S,,2.18000 S,15.50000 S,
3144,MH560324/2016-17/34213679,7.92000 MAl ,0.49000 N   ,,0.68000 M ,,477.00000 M ,6.40000 L ,243.00000 M ,4.56000 D,0.43000 D,7.37000 S,,2.27000 S,16.30000 S,
3145,MH560324/2016-17/34214610,7.98000 MAl ,0.53000 N   ,,0.27000 L ,,191.00000 L ,8.80000 L ,222.00000 M ,4.20000 D,0.70000 S,4.42000 D,,3.30000 S,14.80000 S,
3146,MH560324/2016-17/34216520,7.40000 MAl ,0.50000 N   ,,0.40000 L ,,286.00000 M ,5.50000 L ,253.00000 M ,4.48000 D,0.75000 S,5.22000 S,,2.61000 S,15.50000 S,
3147,MH560324/2016-17/34220756,7.73000 MAl ,0.69000 N   ,,0.34000 L ,,239.00000 L ,3.70000 VL,253.00000 M ,4.56000 D,0.58000 D,6.72000 S,,2.18000 S,15.90000 S,
3148,MH560324/2016-17/34222145,7.78000 MAl ,0.96000 N   ,,0.27000 L ,,191.00000 L ,2.90000 VL,243.00000 M ,4.08000 D,0.61000 S,4.81000 S,,2.46000 S,17.00000 S,
,Total No Sangvi (Sunegaon),"AS - 0
SrAc - 0
HAc - 0
MAc - 0
SlAc - 0
N - 0
MAl - 38
SlAl - 0
",L-  0,,"L - 28
VL - 7 
M - 6
H - 1
VH - 0",,"L - 17
VL - 7
M - 17
H - 1
VH - 0","L - 19
VL - 21 
M - 2
H - 0
VH - 0","L - 0
VL - 0 
M - 41
H - 1
VH - 0","S - 0
D - 42","S - 17
D - 25","S - 35
D - 7
",,"S - 42 
D - 0
","S - 42
D - 0
","S - 0
D - 0
"
,Village: SATALA,,,,,,,,,,,,,,,
3149,MH560311/2015-16/45531062,7.80000 MAl ,0.27000 N   ,,0.24000 VL,,0.00000 VL,15.13142 M ,295.72000 M ,0.00000 D,0.24000 D,2.43000 D,,1.89000 S,7.84000 S,0.00000 D
3150,MH560311/2015-16/45531063,7.50000 MAl ,0.14000 N   ,,0.24000 VL,,0.00000 VL,4.60522 VL,327.41000 M ,0.00000 D,0.37000 D,3.03000 D,,2.23000 S,9.16000 S,0.00000 D
3151,MH560311/2015-16/45531069,7.32000 MAl ,0.15000 N   ,,0.21000 VL,,0.00000 VL,9.64902 L ,443.59000 H ,0.00000 D,0.22000 D,4.48000 D,,2.12000 S,9.84000 S,0.00000 D
3152,MH560311/2015-16/45531077,7.42000 MAl ,0.17000 N   ,,0.22500 VL,,0.00000 VL,8.11395 L ,538.64000 H ,0.00000 D,0.28000 D,4.21000 D,,1.73000 S,10.00000 S,0.00000 D
3153,MH560311/2015-16/45531081,7.65000 MAl ,0.25000 N   ,,0.28500 L ,,0.00000 VL,7.01747 L ,390.78000 H ,0.00000 D,0.27000 D,3.27000 D,,1.50000 S,10.23000 S,0.00000 D
3154,MH560311/2015-16/45531088,7.74000 MAl ,0.27800 N   ,,0.27000 L ,,0.00000 VL,10.74550 M ,401.34000 H ,0.00000 D,0.25000 D,2.64000 D,,1.63000 S,8.64000 S,0.00000 D
3155,MH560311/2015-16/45531097,7.64000 MAl ,0.37000 N   ,,0.28500 L ,,0.00000 VL,14.69283 M ,327.41000 M ,0.00000 D,0.14000 D,2.61000 D,,1.16000 S,8.29000 S,0.00000 D
3156,MH560311/2015-16/45531100,7.75000 MAl ,0.35000 N   ,,0.27000 L ,,0.00000 VL,9.21043 L ,369.66000 H ,0.00000 D,0.46000 D,2.51000 D,,1.18000 S,9.13000 S,0.00000 D
3157,MH560311/2015-16/45531108,7.00000 N   ,0.41000 N   ,,0.25500 L ,,0.00000 VL,8.33325 L ,316.85000 M ,0.00000 D,0.50000 D,2.81000 D,,1.25000 S,8.88000 S,0.00000 D
3158,MH560311/2015-16/45531112,7.67000 MAl ,0.35000 N   ,,0.25500 L ,,0.00000 VL,6.79818 L ,337.97000 H ,0.00000 D,0.16000 D,2.97000 D,,1.71000 S,8.92000 S,0.00000 D
3159,MH560311/2015-16/45531119,7.86000 MAl ,0.26000 N   ,,0.22500 VL,,0.00000 VL,9.21043 L ,264.04000 M ,0.00000 D,0.16000 D,2.66000 D,,1.98000 S,9.21000 S,0.00000 D
3160,MH560311/2015-16/45531130,7.89000 MAl ,0.22000 N   ,,0.28500 L ,,0.00000 VL,7.45606 L ,380.22000 H ,0.00000 D,0.16000 D,1.65000 D,,1.80000 S,7.03000 S,0.00000 D
3161,MH560311/2015-16/45531134,7.82000 MAl ,0.30000 N   ,,0.27000 L ,,0.00000 VL,11.40339 M ,306.29000 M ,0.00000 D,0.13000 D,2.12000 D,,1.52000 S,7.04000 S,0.00000 D
3162,MH560311/2015-16/45531138,7.86000 MAl ,0.33000 N   ,,0.22500 VL,,0.00000 VL,7.89466 L ,411.90000 H ,0.00000 D,0.18000 D,4.13000 D,,1.51000 S,6.99000 S,0.00000 D
3163,MH560311/2015-16/45531140,7.79000 MAl ,0.27000 N   ,,0.25500 L ,,0.00000 VL,10.30691 M ,316.85000 M ,0.00000 D,0.23000 D,2.58000 D,,1.38000 S,8.04000 S,0.00000 D
3164,MH560311/2015-16/45531144,7.95000 MAl ,0.29000 N   ,,0.28500 L ,,0.00000 VL,12.49987 M ,295.72000 M ,0.00000 D,0.19000 D,2.66000 D,,1.09000 S,9.92000 S,0.00000 D
3165,MH560311/2015-16/45531151,7.84000 MAl ,0.28000 N   ,,0.22500 VL,,0.00000 VL,6.14029 L ,348.53000 H ,0.00000 D,0.23000 D,2.71000 D,,1.91000 S,7.91000 S,0.00000 D
3166,MH560311/2015-16/45531159,7.78000 MAl ,0.32000 N   ,,0.28500 L ,,0.00000 VL,9.42973 L ,380.22000 H ,0.00000 D,0.20000 D,3.06000 D,,1.68700 S,7.22000 S,0.00000 D
3167,MH560311/2015-16/45531170,7.90000 MAl ,0.32000 N   ,,0.27000 L ,,0.00000 VL,9.86832 L ,316.85000 M ,0.00000 D,0.15000 D,3.48000 D,,1.51000 S,7.92000 S,0.00000 D
3168,MH560311/2015-16/45531181,7.83000 MAl ,0.27000 N   ,,0.22500 VL,,0.00000 VL,7.23677 L ,306.29000 M ,0.00000 D,0.23000 D,2.50000 D,,1.84000 S,8.18000 S,0.00000 D
3169,MH560311/2015-16/45531184,7.53000 MAl ,0.26000 N   ,,0.25500 L ,,0.00000 VL,12.93846 M ,337.97000 H ,0.00000 D,0.23000 D,2.15000 D,,1.74000 S,7.63000 S,0.00000 D
3170,MH560311/2015-16/45531192,7.61000 MAl ,0.29000 N   ,,0.27000 L ,,0.00000 VL,8.33325 L ,327.41000 M ,0.00000 D,0.19000 D,2.12000 D,,1.48000 S,9.56000 S,0.00000 D
3171,MH560311/2015-16/45531199,,0.16000 N   ,,0.21000 VL,,0.00000 VL,8.55254 L ,359.09000 H ,0.00000 D,0.17000 D,3.87000 D,,1.29000 S,6.83000 S,0.00000 D
3172,MH560311/2015-16/45531201,7.71000 MAl ,0.21000 N   ,,0.24000 VL,,0.00000 VL,12.28058 M ,348.53000 H ,0.00000 D,0.19000 D,3.28000 D,,1.62000 S,9.57000 S,0.00000 D
3173,MH560311/2015-16/45531205,7.90000 MAl ,0.13000 N   ,,0.21000 VL,,0.00000 VL,12.49987 M ,390.78000 H ,0.00000 D,0.17000 D,3.82000 D,,1.60000 S,9.05000 S,0.00000 D
3174,MH560311/2015-16/45531207,7.71000 MAl ,0.21000 N   ,,0.22500 VL,,0.00000 VL,12.93846 M ,475.27000 H ,0.00000 D,0.67000 S,2.44000 D,,2.32000 S,9.10000 S,0.00000 D
3175,MH560311/2015-16/45531215,7.50000 MAl ,0.91000 N   ,,0.28500 L ,,0.00000 VL,9.21043 L ,433.03000 H ,0.00000 D,0.25000 D,3.73000 D,,1.30000 S,8.14000 S,0.00000 D
3176,MH560311/2015-16/45531222,7.44000 MAl ,0.17000 N   ,,0.25500 L ,,0.00000 VL,14.47354 M ,697.07000 VH,0.00000 D,0.40000 D,1.31000 D,,1.67000 S,7.29000 S,0.00000 D
3177,MH560311/2015-16/45531224,7.48000 MAl ,0.18000 N   ,,0.28500 L ,,0.00000 VL,7.89466 L ,443.59000 H ,0.00000 D,0.12000 D,1.31000 D,,2.78000 S,7.42000 S,0.00000 D
3178,MH560311/2015-16/45531229,7.11000 MAl ,0.19000 N   ,,0.27000 L ,,0.00000 VL,5.26310 L ,475.27000 H ,0.00000 D,0.29000 D,1.63000 D,,2.32000 S,8.46000 S,0.00000 D
3179,MH560311/2015-16/45531237,7.20000 MAl ,0.18000 N   ,,0.22500 VL,,0.00000 VL,6.57888 L ,242.92000 M ,0.00000 D,0.13000 D,1.63000 D,,2.23000 S,8.14000 S,0.00000 D
3180,MH560311/2015-16/45531242,7.39000 MAl ,0.37000 N   ,,0.27000 L ,,0.00000 VL,6.79818 L ,496.40000 H ,0.00000 D,0.17000 D,1.59000 D,,1.36000 S,9.22000 S,0.00000 D
3181,MH560311/2015-16/45531253,7.29000 MAl ,0.31000 N   ,,0.28500 L ,,0.00000 VL,8.99114 L ,528.08000 H ,0.00000 D,0.18000 D,1.58000 D,,1.02000 S,7.14000 S,0.00000 D
3182,MH560311/2015-16/45531258,7.42000 MAl ,0.25000 N   ,,0.22500 VL,,0.00000 VL,10.30691 M ,506.96000 H ,0.00000 D,0.20000 D,1.37000 D,,2.12000 S,10.70000 S,0.00000 D
3183,MH560311/2015-16/45531269,7.10000 MAl ,0.13000 N   ,,0.22500 VL,,0.00000 VL,5.04381 L ,443.59000 H ,0.00000 D,0.15000 D,1.26000 D,,1.06000 S,8.72000 S,0.00000 D
3184,MH560311/2015-16/45531276,7.55000 MAl ,0.22000 N   ,,0.25500 L ,,0.00000 VL,5.70170 L ,538.64000 H ,0.00000 D,0.19000 D,1.99000 D,,2.97000 S,9.74000 S,0.00000 D
3185,MH560311/2015-16/45531278,7.78000 MAl ,0.10000 N   ,,0.28500 L ,,0.00000 VL,12.06128 M ,306.29000 M ,0.00000 D,0.15000 D,1.84000 D,,2.02000 S,8.34000 S,0.00000 D
3186,MH560311/2015-16/45532538,7.59000 MAl ,0.18000 N   ,,0.22500 VL,,0.00000 VL,3.72803 VL,295.72000 M ,0.00000 D,0.15000 D,3.39000 D,,1.54000 S,8.95000 S,0.00000 D
3187,MH560311/2015-16/45532540,7.62000 MAl ,0.20000 N   ,,0.22500 VL,,0.00000 VL,9.21043 L ,306.29000 M ,0.00000 D,0.15000 D,2.17000 D,,1.59000 S,8.18000 S,0.00000 D
3188,MH560311/2015-16/45532547,7.42000 MAl ,0.30000 N   ,,0.22500 VL,,0.00000 VL,6.79818 L ,528.08000 H ,0.00000 D,0.21000 D,2.44000 D,,3.11000 S,8.60000 S,0.00000 D
3189,MH560311/2015-16/45532549,7.97000 MAl ,0.25000 N   ,,0.25500 L ,,0.00000 VL,9.64902 L ,316.85000 M ,0.00000 D,0.14000 D,3.93000 D,,3.50000 S,10.20000 S,0.00000 D
3190,MH560311/2015-16/45532552,,0.25000 N   ,,0.22500 VL,,0.00000 VL,6.14029 L ,274.60000 M ,0.00000 D,0.42000 D,3.39000 D,,1.66000 S,11.24000 S,0.00000 D
3191,MH560311/2015-16/45532557,7.68000 MAl ,0.15000 N   ,,0.24000 VL,,0.00000 VL,11.62269 M ,348.53000 H ,0.00000 D,0.33000 D,3.13000 D,,3.18000 S,9.36000 S,0.00000 D
3192,MH560311/2015-16/45532561,7.81000 MAl ,0.26000 N   ,,0.28500 L ,,0.00000 VL,9.86832 L ,475.27000 H ,0.00000 D,0.35000 D,2.70000 D,,2.93000 S,8.37000 S,0.00000 D
3193,MH560311/2015-16/45532572,7.12000 MAl ,0.33000 N   ,,0.27000 L ,,0.00000 VL,5.92099 L ,274.60000 M ,0.00000 D,0.32000 D,3.68000 D,,1.42000 S,7.35000 S,0.00000 D
3194,MH560311/2015-16/45532579,7.99000 MAl ,0.23000 N   ,,0.25500 L ,,0.00000 VL,10.52621 M ,559.76000 H ,0.00000 D,0.45000 D,1.82000 D,,2.93000 S,6.36000 S,0.00000 D
3195,MH560311/2015-16/45532590,7.67000 MAl ,0.11000 N   ,,0.24000 VL,,0.00000 VL,5.70170 L ,422.46000 H ,0.00000 D,0.28000 D,3.71000 D,,1.35000 S,8.14000 S,0.00000 D
3196,MH560311/2015-16/45532591,7.78000 MAl ,0.26000 N   ,,0.28500 L ,,0.00000 VL,6.14029 L ,380.22000 H ,0.00000 D,0.30000 D,2.87000 D,,1.36000 S,9.42000 S,0.00000 D
3197,MH560311/2015-16/45532596,7.86000 MAl ,0.29000 N   ,,0.25500 L ,,0.00000 VL,12.28058 M ,401.34000 H ,0.00000 D,0.33000 D,2.70000 D,,2.21000 S,11.24000 S,0.00000 D
3198,MH560311/2015-16/45532604,7.92000 MAl ,0.23000 N   ,,0.22500 VL,,0.00000 VL,13.37706 M ,348.53000 H ,0.00000 D,0.18000 D,4.00000 D,,2.39000 S,10.20000 S,0.00000 D
3199,MH560311/2015-16/45532612,7.70000 MAl ,0.16000 N   ,,0.22500 VL,,0.00000 VL,15.35072 M ,401.34000 H ,0.00000 D,0.14000 D,3.66000 D,,1.38000 S,12.37000 S,0.00000 D
3200,MH560311/2015-16/45532620,7.82000 MAl ,0.24000 N   ,,0.25500 L ,,0.00000 VL,13.37706 M ,348.53000 H ,0.00000 D,0.24000 D,2.95000 D,,1.23000 S,8.56000 S,0.00000 D
3201,MH560311/2015-16/45532628,7.68000 MAl ,0.62000 N   ,,0.22500 VL,,0.00000 VL,6.57888 L ,274.60000 M ,0.00000 D,0.21000 D,2.92000 D,,2.50000 S,7.35000 S,0.00000 D
3202,MH560311/2015-16/45532639,7.81000 MAl ,0.16000 N   ,,0.25500 L ,,0.00000 VL,10.74550 M ,369.66000 H ,0.00000 D,0.23000 D,3.10000 D,,1.57000 S,7.30000 S,0.00000 D
3203,MH560311/2015-16/45532650,7.14000 MAl ,0.19000 N   ,,0.28500 L ,,0.00000 VL,13.37706 M ,337.97000 H ,0.00000 D,0.18000 D,2.95000 D,,2.45000 S,14.42000 S,0.00000 D
3204,MH560311/2015-16/45532659,7.64000 MAl ,0.13000 N   ,,0.25500 L ,,0.00000 VL,4.60522 VL,559.76000 H ,0.00000 D,0.22000 D,2.63000 D,,2.21000 S,10.01000 S,0.00000 D
3205,MH560311/2015-16/45532667,,0.20000 N   ,,0.22500 VL,,0.00000 VL,6.35958 L ,380.22000 H ,0.00000 D,0.23000 D,2.51000 D,,1.37000 S,9.31000 S,0.00000 D
3206,MH560311/2015-16/45532672,7.23000 MAl ,0.15000 N   ,,0.22500 VL,,0.00000 VL,8.55254 L ,285.16000 M ,0.00000 D,0.24000 D,3.26000 D,,2.53000 S,7.33000 S,0.00000 D
3207,MH560311/2015-16/45542422,7.18000 MAl ,0.54000 N   ,,0.22500 VL,,0.00000 VL,5.92099 L ,337.97000 H ,0.00000 D,0.26000 D,1.52000 D,,3.25000 S,7.19000 S,0.00000 D
3208,MH560311/2015-16/45542426,6.74000 SlAc,0.58000 N   ,,0.24000 VL,,0.00000 VL,11.18410 M ,401.34000 H ,0.00000 D,0.38000 D,2.50000 D,,3.68000 S,9.56000 S,0.00000 D
3209,MH560311/2015-16/45542432,7.68000 MAl ,0.60000 N   ,,0.28500 L ,,0.00000 VL,5.48240 L ,264.04000 M ,0.00000 D,0.19000 D,3.46000 D,,2.86000 S,7.20000 S,0.00000 D
3210,MH560311/2015-16/45542436,,0.67000 N   ,,0.24000 VL,,0.00000 VL,10.74550 M ,359.09000 H ,0.00000 D,0.23000 D,1.30000 D,,1.69000 S,5.23000 S,0.00000 D
3211,MH560311/2015-16/45542440,,0.58000 N   ,,0.24000 VL,,0.00000 VL,10.30691 M ,274.60000 M ,0.00000 D,0.29000 D,2.20000 D,,1.58000 S,8.24000 S,0.00000 D
3212,MH560311/2015-16/45542442,7.75000 MAl ,0.58000 N   ,,0.24000 VL,,0.00000 VL,15.13142 M ,475.27000 H ,0.00000 D,0.19000 D,3.15000 D,,1.77000 S,5.40000 S,0.00000 D
3213,MH560311/2015-16/45542453,7.24000 MAl ,0.57000 N   ,,0.27000 L ,,0.00000 VL,7.45606 L ,348.53000 H ,0.00000 D,0.13000 D,2.78000 D,,1.86000 S,9.42000 S,0.00000 D
3214,MH560311/2015-16/45542464,7.30000 MAl ,0.72000 N   ,,0.25500 L ,,0.00000 VL,5.04381 L ,327.41000 M ,0.00000 D,0.58000 D,1.26000 D,,1.64000 S,4.12000 S,0.00000 D
3215,MH560311/2015-16/45542468,7.42000 MAl ,0.58000 N   ,,0.22500 VL,,0.00000 VL,9.64902 L ,316.85000 M ,0.00000 D,0.17000 D,1.23000 D,,1.01000 S,5.32000 S,0.00000 D
3216,MH560311/2015-16/45542476,7.54000 MAl ,0.59000 N   ,,0.24000 VL,,0.00000 VL,11.40339 M ,454.15000 H ,0.00000 D,0.17000 D,1.23000 D,,1.54000 S,5.32000 S,0.00000 D
3217,MH560311/2015-16/45542483,7.72000 MAl ,0.54000 N   ,,0.27000 L ,,0.00000 VL,10.52621 M ,337.97000 H ,0.00000 D,0.18000 D,3.09000 D,,3.08000 S,3.77000 S,0.00000 D
3218,MH560311/2015-16/45542486,7.80000 MAl ,0.60000 N   ,,0.25500 L ,,0.00000 VL,14.91213 M ,285.16000 M ,0.00000 D,0.27000 D,1.02000 D,,2.71000 S,8.24000 S,0.00000 D
3219,MH560311/2015-16/45542497,7.28000 MAl ,0.71000 N   ,,0.30000 L ,,0.00000 VL,12.93846 M ,306.29000 M ,0.00000 D,0.42000 D,1.37000 D,,3.75000 S,7.42000 S,0.00000 D
3220,MH560311/2015-16/45542499,7.24000 MAl ,0.29000 N   ,,0.28500 L ,,0.00000 VL,7.01747 L ,549.20000 H ,0.00000 D,0.28000 D,1.64000 D,,2.80000 S,8.56000 S,0.00000 D
3221,MH560311/2015-16/45542510,7.26000 MAl ,0.66000 N   ,,0.25500 L ,,0.00000 VL,5.04381 L ,285.16000 M ,0.00000 D,0.25000 D,1.88000 D,,2.65000 S,4.64000 S,0.00000 D
3222,MH560311/2015-16/45542518,7.30000 MAl ,0.68000 N   ,,0.24000 VL,,0.00000 VL,6.57888 L ,528.08000 H ,0.00000 D,0.19000 D,2.24000 D,,2.97000 S,9.29000 S,0.00000 D
3223,MH560311/2015-16/45542522,7.42000 MAl ,0.69000 N   ,,0.22500 VL,,0.00000 VL,14.69283 M ,348.53000 H ,0.00000 D,0.31000 D,1.96000 D,,3.00000 S,14.29000 S,0.00000 D
